Dept_Code,Dept_Name,Note,M&E_type,BCC_Replacement,Contract_Status,Vendor,Contract_No,Contract_Link,Project_Code,Project_Name,Object_Code,Object_Name,Object_Type,FY2027_Proposed,Fund_code,activity
00102000,County Administration,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"35,000.00",001,General Government
00102000,County Administration,,,,,,,,,,541000,Communication Services,Operating Expenditures,"15,000.00",001,General Government
00102000,County Administration,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"8,000.00",001,General Government
00102000,County Administration,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"10,000.00",001,General Government
00102000,County Administration,,,,,,,,,,546001,Tires,Operating Expenditures,"2,000.00",001,General Government
00102000,County Administration,,,,,,,,,,548000,Promotional Activities,Operating Expenditures,"5,000.00",001,General Government
11141000,Tourism Administration,,,,,,,,,,548000,Promotional Activities,Operating Expenditures,"60,000.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"30,000.00",111,Economic Environment
00101000,Board of County Commissioners,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"140,000.00",001,General Government
11141090,Beach Tram,,,,,,,,,,552001,Equipment < $5000,Operating Expenditures,"20,000.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"51,525.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,555000,Training,Operating Expenditures,"44,625.00",111,Economic Environment
00101050,County Court,,,,,,,,,,541000,Communication Services,Operating Expenditures,"3,000.00",001,Court Related Cost
10326000,Building Department,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"839,559.00",103,Public Safety
00101000,Board of County Commissioners,Court Innovation FTE,,,,,,,1040,,512000,Regular Salaries & Wages,Personnel Services,"25,285.00",001,General Government
00101000,Board of County Commissioners,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,1040,,521000,FICA Taxes & Medicare,Personnel Services,"1,934.00",001,General Government
00101000,Board of County Commissioners,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,1040,,522000,Retirement Contributions,Personnel Services,"3,379.00",001,General Government
00101000,Board of County Commissioners,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,1040,,523000,Life & Health Insurance,Personnel Services,"6,264.00",001,General Government
00101000,Board of County Commissioners,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,1040,,524000,Workers Compensation,Personnel Services,29.00,001,General Government
00101000,Court Innovations,,,,,,,,,,531001,Court Ordinance (Law Library),Operating Expenditures,0.00,001,General Government
00101000,Court Innovations,,,,,,,,,,531002,Court Ordinance (Juvenile Justice),Operating Expenditures,0.00,001,General Government
00101000,Court Innovations,,,,,,,,,,531003,Court Ordinance (Legal Aid),Operating Expenditures,"21,555.00",001,General Government
00101000,Court Innovations,,,,,,,,,,531004,Court Ordinance (Innovative Program),Operating Expenditures,"21,554.00",001,General Government
00101060,Court Technology - Court Administration,,,,,,,,,,531000,Professional Services,Operating Expenditures,"121,878.00",001,Court Related Cost
00101060,Court Technology - Court Administration,,,,,,,,,,534000,Other Services,Operating Expenditures,500.00,001,Court Related Cost
00101060,Court Technology - Court Administration,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"1,000.00",001,Court Related Cost
00101060,Court Technology - Court Administration,,,,,,,,,,541000,Communication Services,Operating Expenditures,"9,000.00",001,Court Related Cost
00101060,Court Technology - Court Administration,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"7,708.00",001,Court Related Cost
00101000,Board of County Commissioners,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"2,500.00",001,General Government
00101040,Circuit Court,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"21,000.00",001,Court Related Cost
00101000,Board of County Commissioners,"Subscriptions for Device Management software, Docusign, Zoom, FAC membership",,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"145,000.00",001,General Government
00101061,Public Defender,,,,,,,,,,541000,Communication Services,Operating Expenditures,"18,000.00",001,Court Related Cost
00101061,Public Defender,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"214,293.00",001,Court Related Cost
00102030,Code Compliance,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"178,000.00",001,Public Safety
00101062,State Attorney,,,,,,,,,,541000,Communication Services,Operating Expenditures,"11,360.00",001,Court Related Cost
00101062,State Attorney,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"43,403.00",001,Court Related Cost
00102000,County Administration,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"20,000.00",001,General Government
11141010,Beach Operations,18k Hunter 4-post Lift -Rpl #,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"50,000.00",111,Economic Environment
00101050,County Court,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"1,200.00",001,Court Related Cost
00101060,Court Technology - Court Administration,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,0.00,001,Court Related Cost
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"532,806.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,513000,Other Salaries & Wages,Personnel Services,"50,000.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,514000,Overtime,Personnel Services,"25,000.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"40,301.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"71,759.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"176,761.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"6,428.00",001,Culture and Recreation
00117000,Building Construction and Maintenance,Park Field Spraying & Fertilizer Services,,,Active Contract,"PPM Sports Turf, LLC",26-14,https://www.mywaltonfl.gov/DocumentCenter/View/45334/1-Signed-PPM-SPORTS-Contract-26-14,,,534000,Other Services,Operating Expenditures,"165,000.00",001,General Government
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"8,000.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,541000,Communication Services,Operating Expenditures,"11,000.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,Equipment Lease,,,Active Contract,"Wells Fargo Financial Leasing, Inc",,https://www.mywaltonfl.gov/DocumentCenter/View/45328/Beard-Equipment-Lease-2024,,,544000,Rentals & Leases,Operating Expenditures,"100,000.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"60,000.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,546001,Tires,Operating Expenditures,500.00,001,Culture and Recreation
11141010,Beach Operations,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"13,125.00",111,Economic Environment
10326000,Building Department,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"5,000.00",103,Public Safety
00101061,Public Defender,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"22,540.00",001,Court Related Cost
11141010,Beach Operations,,,,,,,,,,552002,Fuel,Operating Expenditures,"173,250.00",111,Economic Environment
10326000,Building Department,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"10,000.00",103,Public Safety
00101000,Board of County Commissioners,"FSU CPM Course, NACO & FAC conferences",,,,,,,,,555000,Training,Operating Expenditures,"90,000.00",001,General Government
10939001,E911 Fund,E911 Revenue to Sheriff,,,,,,,,,591000,Intergovernmental Transfers,Other Uses,"460,000.00",109,interfund Transfers
11141010,Beach Operations,Snap On Zeus Shop Diagnostic Tool,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"18,000.00",111,Economic Environment
00101062,State Attorney,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"216,648.00",001,Court Related Cost
00112010,Eagle Springs Golf and Recreation Center,Building Operating Supplies,,,,,,,10329,Building Operating Supplies,552000,Operating Supplies,Operating Expenditures,"50,000.00",001,Culture and Recreation
00112040,Eagle Springs Grill,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"265,179.00",001,Culture and Recreation
00112040,Eagle Springs Grill,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Culture and Recreation
00112040,Eagle Springs Grill,,,,,,,,,,514000,Overtime,Personnel Services,"5,000.00",001,Culture and Recreation
00112040,Eagle Springs Grill,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"19,776.00",001,Culture and Recreation
00112040,Eagle Springs Grill,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"32,008.00",001,Culture and Recreation
00112040,Eagle Springs Grill,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"60,702.00",001,Culture and Recreation
00112040,Eagle Springs Grill,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"2,435.00",001,Culture and Recreation
00112040,Eagle Springs Grill,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,400.00,001,Culture and Recreation
00112040,Eagle Springs Grill,Dishwasher Maintenance Agreement,,,Active Contract,"Auto-Chlor Services, LLC",,https://www.mywaltonfl.gov/DocumentCenter/View/45329/Auto-Chlor-Addendum-1-to-Contract,,,546000,Repair & Maintenance,Operating Expenditures,"8,000.00",001,Culture and Recreation
00101000,Board of County Commissioners,"State mandated newspaper notices/ads/publications, Tyler Tech eCheck Fee for online billing, Tax Collector and Clerk Escrow accounts for fees",,,,,,,,,549000,Other Current Charges,Operating Expenditures,"122,600.00",001,General Government
00102030,Code Compliance,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"6,000.00",001,Public Safety
11141040,Communications,Public Relations Services,,,Active Contract,"Turner Public Relations, LLC",25-17,https://www.mywaltonfl.gov/DocumentCenter/View/45318/Public-Relations-Services-Agreement,,,548000,Promotional Activities,Operating Expenditures,"114,000.00",111,Economic Environment
00112010,Eagle Springs Golf and Recreation Center,Pro Shop,,,,,,,10330,Pro Shop,552000,Operating Supplies,Operating Expenditures,"70,000.00",001,Culture and Recreation
00102030,Code Compliance,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"19,510.00",001,Public Safety
10326000,Building Department,,,,,,,,,,555000,Training,Operating Expenditures,"2,000.00",103,Public Safety
00111001,Emergency Management,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"475,627.00",001,Public Safety
00111001,Emergency Management,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Public Safety
00111001,Emergency Management,,,,,,,,,,514000,Overtime,Personnel Services,0.00,001,Public Safety
00111001,Emergency Management,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"36,937.00",001,Public Safety
00111001,Emergency Management,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"101,526.00",001,Public Safety
00111001,Emergency Management,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"89,904.00",001,Public Safety
00111001,Emergency Management,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,532.00,001,Public Safety
00111001,Emergency Management,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"25,000.00",001,Public Safety
00111001,Emergency Management,,,,,,,,,,541000,Communication Services,Operating Expenditures,"51,200.00",001,Public Safety
00111001,Emergency Management,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,400.00,001,Public Safety
00111001,Emergency Management,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"5,000.00",001,Public Safety
00111001,Emergency Management,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"23,000.00",001,Public Safety
00111001,Emergency Management,,,,,,,,,,547000,Printing & Binding,Operating Expenditures,"3,000.00",001,Public Safety
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"295,000.00",001,Culture and Recreation
10326000,Building Department,,,,,,,,,,552002,Fuel,Operating Expenditures,"20,000.00",103,Public Safety
00102000,County Administration,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"20,000.00",001,General Government
00102030,Code Compliance,,,,,,,,,,555000,Training,Operating Expenditures,"43,000.00",001,Public Safety
11141010,Beach Operations,Telehandler Lift,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"150,000.00",111,Economic Environment
00119000,Environmental Services,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"316,298.00",001,Physical Environment
00119000,Environmental Services,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Physical Environment
00119000,Environmental Services,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"24,197.00",001,Physical Environment
00119000,Environmental Services,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"50,185.00",001,Physical Environment
00119000,Environmental Services,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"60,803.00",001,Physical Environment
00119000,Environmental Services,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,348.00,001,Physical Environment
00102030,Code Compliance,Special Magistrate Services,,,Active Contract,Hand Arendall Harrison ,,https://www.mywaltonfl.gov/DocumentCenter/View/45338/Attorney-Services-67,,,531000,Professional Services,Operating Expenditures,"87,600.00",001,Public Safety
11141040,Communications,"Helicopter for shoreline video (insurance required), Strategic (PR) and Crisis communications, focus groups, helicopter for shoreline video (insurance required)",,,,,,,,,534000,Other Services,Operating Expenditures,"26,900.00",111,Economic Environment
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,534000,Other Services,Operating Expenditures,"3,000.00",001,Culture and Recreation
00119000,Environmental Services,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"10,000.00",001,Physical Environment
00119000,Environmental Services,,,,,,,,,,541000,Communication Services,Operating Expenditures,"5,000.00",001,Physical Environment
00119000,Environmental Services,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"3,000.00",001,Physical Environment
00119000,Environmental Services,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"4,000.00",001,Physical Environment
00102030,Code Compliance,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"3,000.00",001,Public Safety
00112040,Eagle Springs Grill,Food Budget,,,,,,,10331,Food Budget,552000,Operating Supplies,Operating Expenditures,"100,000.00",001,Culture and Recreation
00102030,Code Compliance,,,,,,,,,,552002,Fuel,Operating Expenditures,"94,000.00",001,Public Safety
00101060,Court Technology - Court Administration,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"32,350.00",001,Court Related Cost
00102000,County Administration,,,,,,,,,,555000,Training,Operating Expenditures,"10,000.00",001,General Government
11141010,Beach Operations,Portable Change Message Board - Replacement,Equipment,8323,,,,,,,564000,Machinery & Equipment,Capital Outlay,"25,000.00",111,Economic Environment
00113000,Extension Office,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"411,693.00",001,Physical Environment
00113000,Extension Office,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Physical Environment
00113000,Extension Office,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"31,495.00",001,Physical Environment
00113000,Extension Office,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"42,719.00",001,Physical Environment
00113000,Extension Office,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"28,112.00",001,Physical Environment
00113000,Extension Office,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,905.00,001,Physical Environment
00113000,Extension Office,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"4,000.00",001,Physical Environment
00113000,Extension Office,,,,,,,,,,541000,Communication Services,Operating Expenditures,"10,000.00",001,Physical Environment
00113000,Extension Office,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"4,000.00",001,Physical Environment
00102000,County Administration,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"1,000.00",001,General Government
00112040,Eagle Springs Grill,Beverage Budget,,,,,,,10332,Beverage Budget,552000,Operating Supplies,Operating Expenditures,"30,000.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"10,000.00",001,Culture and Recreation
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,555000,Training,Operating Expenditures,"6,000.00",001,Culture and Recreation
00117000,Building Construction and Maintenance,Van - Replacement,Vehicle,9186,,,,,,,564000,Machinery & Equipment,Capital Outlay,"45,000.00",001,General Government
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"50,000.00",001,Culture and Recreation
11141010,Beach Operations,Portable Change Message Board - Replacement,Equipment,8637,,,,,,,564000,Machinery & Equipment,Capital Outlay,"25,000.00",111,Economic Environment
00112040,Eagle Springs Grill,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"30,000.00",001,Culture and Recreation
00117000,Building Construction and Maintenance,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"3,402,464.00",001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,513000,Other Salaries & Wages,Personnel Services,"225,000.00",001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,514000,Overtime,Personnel Services,"61,000.00",001,General Government
00117000,Building Construction and Maintenance,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"259,685.00",001,General Government
00117000,Building Construction and Maintenance,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"459,182.00",001,General Government
00117000,Building Construction and Maintenance,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"934,416.00",001,General Government
00117000,Building Construction and Maintenance,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"86,008.00",001,General Government
10116002,Engineering Services,Includes professional services for projects that are not covered under other departments.  Based upon the capital improvement projects for the next FY identified in the adopted Five Year Work Plan.  ,,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"100,000.00",101,Transportation
00119000,Environmental Services,CBA Choctawhatchee Bay Water Quality Contract,,,Active Contract,Choctawhatchee Basin Alliance,,https://www.mywaltonfl.gov/DocumentCenter/View/45343/2023-2027---Choctawhatchee-Basin-Alliance_BAY_FINAL,,,534000,Other Services,Operating Expenditures,"36,000.00",001,Physical Environment
00117000,Building Construction and Maintenance,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"1,000.00",001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,541000,Communication Services,Operating Expenditures,"44,000.00",001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,543000,Utility Services,Operating Expenditures,"1,250,000.00",001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"53,500.00",001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"540,000.00",001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,546001,Tires,Operating Expenditures,"17,500.00",001,General Government
00102000,County Administration,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"1,000.00",001,General Government
00101060,Court Technology - Court Administration,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"13,000.00",001,Court Related Cost
00111001,Emergency Management,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"16,729.00",001,Public Safety
00102000,County Administration,,,,,,,,,,552002,Fuel,Operating Expenditures,"7,000.00",001,General Government
00112040,Eagle Springs Grill,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"6,000.00",001,Culture and Recreation
00112040,Eagle Springs Grill,,,,,,,,,,555000,Training,Operating Expenditures,200.00,001,Culture and Recreation
10730000,Walton County Sheriff's Office,,,,,,,,,,560000,Capital Outlay Budget,Capital Outlay,"9,160,322.00",107,Public Safety
11242001,Solid Waste Transfer,Small County Surtax ,,,,,,,,,591000,Intergovernmental Transfers,Other Uses,"2,581,997.00",112,Interfund Transfers
11141010,Beach Operations,Turo Dingo Lift Landscape,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"70,000.00",111,Economic Environment
00105000,Geographic Info Systems,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"477,520.00",001,General Government
00105000,Geographic Info Systems,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,General Government
00105000,Geographic Info Systems,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"36,531.00",001,General Government
00105000,Geographic Info Systems,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"65,045.00",001,General Government
00105000,Geographic Info Systems,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"102,599.00",001,General Government
00105000,Geographic Info Systems,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,526.00,001,General Government
00105000,Geographic Info Systems,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"10,000.00",001,General Government
00105000,Geographic Info Systems,,,,,,,,,,541000,Communication Services,Operating Expenditures,"5,000.00",001,General Government
00105000,Geographic Info Systems,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"4,500.00",001,General Government
00105000,Geographic Info Systems,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"4,000.00",001,General Government
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"1,000.00",001,Culture and Recreation
00119000,Environmental Services,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"26,716.00",001,Physical Environment
00111001,Emergency Management,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"32,500.00",001,Public Safety
00111001,Emergency Management,,,,,,,,,,555000,Training,Operating Expenditures,"5,000.00",001,Public Safety
00101020,Guardian Ad Litem,,,,,,,,,,541000,Communication Services,Operating Expenditures,"6,000.00",001,Court Related Cost
00101020,Guardian Ad Litem,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"2,000.00",001,Court Related Cost
00113000,Extension Office,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"14,895.00",001,Physical Environment
11040000,Housing & Urban Development,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"197,530.00",110,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,110,Economic Environment
11040000,Housing & Urban Development,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"15,111.00",110,Economic Environment
00111001,Emergency Management,Disaster Management Software,,,Active Contract,"ESI Acquisition, Inc",,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"4,100.00",001,Public Safety
00111001,Emergency Management,Weather Monitoring Services,,,Active Contract,"WeatherSTEM, Inc",,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"2,000.00",001,Public Safety
11040000,Housing & Urban Development,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"26,907.00",110,Economic Environment
11040000,Housing & Urban Development,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"26,959.00",110,Economic Environment
11040000,Housing & Urban Development,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,218.00,110,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,531000,Professional Services,Operating Expenditures,250.00,110,Economic Environment
11040000,Housing & Urban Development,Audit Services,,,Active Contract,"Carr, Riggs, & Ingram",,,,,532000,Accounting & Auditing,Operating Expenditures,"11,500.00",110,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"2,500.00",110,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,541000,Communication Services,Operating Expenditures,"2,000.00",110,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"2,500.00",110,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"3,000.00",110,Economic Environment
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"20,000.00",001,Culture and Recreation
