Dept_Code,Dept_Name,Note,M&E_type,BCC_Replacement,Contract_Status,Vendor,Contract_No,Contract_Link,Project_Code,Project_Name,Object_Code,Object_Name,Object_Type,FY2027_Proposed,Fund_code,activity
10116001,Public Works,3/4 Ton Crew Cab Truck w/Utility Body - Replacement,Vehicle,8213,,,,,,,564000,Machinery & Equipment,Capital Outlay,"65,000.00",101,Transportation
10116001,Public Works,21 yard Dump Truck-District 4,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"245,000.00",101,Transportation
10116001,Public Works,3/4 Ton Crew Cab Truck w/Utility Body - Replacement,Vehicle,8511,,,,,,,564000,Machinery & Equipment,Capital Outlay,"65,000.00",101,Transportation
10116001,Public Works,21 yard Dump Truck- District 1,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"245,000.00",101,Transportation
10116001,Public Works,21 yard Dump Truck-District 3,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"245,000.00",101,Transportation
10116001,Public Works,Mid-size Excavator w/ mulching head-District 2,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"186,000.00",101,Transportation
00104000,Planning Short-Term Rental,SUV - New,Vehicle,,,,,,10639,Short-Term Rental,564000,Machinery & Equipment,Capital Outlay,"49,000.00",001,General Government
10116002,Engineering Services,,,,,,,,,,541000,Communication Services,Operating Expenditures,"9,000.00",101,Transportation
11242000,Solid Waste,Pickup Truck 4x4 - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"62,500.00",112,Physical Environment
11242000,Solid Waste,Compactor,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"1,150,000.00",112,Physical Environment
11242000,Solid Waste,"10,000 lb Lull and attachments",Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"200,000.00",112,Physical Environment
11242000,Solid Waste,Mini-skid Steer and attachments,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"60,000.00",112,Physical Environment
11242000,Solid Waste,Service Truck and tools,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"200,000.00",112,Physical Environment
11242000,Solid Waste,Roll-off Dumpsters,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"40,000.00",112,Physical Environment
11242000,Solid Waste,Pickup Truck 4x4 - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"62,500.00",112,Physical Environment
11242000,Solid Waste,Gate arm for Transfer Station,Equipment,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"15,000.00",112,Physical Environment
11141090,Beach Tram,,,,,,,,,,564000,Machinery & Equipment,Capital Outlay,,111,Economic Environment
11141090,Beach Tram,2027 Starcraft ADA Shuttle - Replacement,Vehicle,10284,,,,,,,564000,Machinery & Equipment,Capital Outlay,"155,000.00",111,Economic Environment
11141090,Beach Tram,2027 Ford Ranger XLT 2WD Crew Cab - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"42,000.00",111,Economic Environment
11141090,Beach Tram,2027 Starcraft ADA Shuttle - Replacement,Vehicle,10289,,,,,,,564000,Machinery & Equipment,Capital Outlay,"155,000.00",111,Economic Environment
11141090,Beach Tram,2027 Starcraft ADA Shuttle - Replacement,Vehicle,10287,,,,,,,564000,Machinery & Equipment,Capital Outlay,"155,000.00",111,Economic Environment
11141000,Tourism Administration,SUV - Replacement,Vehicle,8668,,,,,,,564000,Machinery & Equipment,Capital Outlay,"50,000.00",111,Economic Environment
30047030,Capital Projects,,,,,,,,,,563000,Infrastructure,Capital Outlay,0.00,300,Transportation
10116002,Engineering Services,4x4 Crew Cab Truck - New,Vehicle,,,,,,,,564000,Machinery & Equipment,Capital Outlay,"45,000.00",101,Transportation
00108000,Libraries,"Support Dolly Parton's Imagination Library directly instead of through nonprofit grant process at $20,000.",,,,,,,,,566000,Books Publications Library Materials,Capital Outlay,"20,000.00",001,Culture and Recreation
30047000,Capital Projects,,,,,,,,,,571000,Principal,Debt Service,"2,312,780.00",300,Transportation
30047000,Capital Projects,,,,,,,,,,572000,Interest Expense,Debt Service,"269,217.00",300,Transportation
00101002,Interfund Group Transfer Out,Property Tax (Capital),,,,,,,,,591000,Intergovernmental Transfers,Other Uses,"25,035,734.00",001,Interfund Transfers
10730000,Walton County Sheriff's Office,,,,,,,,,,549005,Bad Debt Expense,Operating Expenditures,0.00,107,Public Safety
10730000,Walton County Sheriff's Office,,,,,,,,,,562000,Buildings,Capital Outlay,0.00,107,Public Safety
10730000,Walton County Sheriff's Office,,,,,,,,,,561000,Land,Capital Outlay,0.00,107,Public Safety
10730000,Walton County Sheriff's Office,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,0.00,107,Public Safety
00101080,Property Appraiser,,,,,,,,,,599000,Other Uses Contingency,Other Uses,"133,372.00",001,General Government
10730000,Walton County Sheriff's Office,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,0.00,107,Public Safety
00101001,BCC Other Uses Contingency,"Funds set aside for unexpected expenses, emergencies, or unplanned costs.",,,,,,,,,599000,Other Uses Contingency,Other Uses,"400,000.00",001,Other Sources
00101110,Supervisor of Elections,,,,,,,,,,599000,Other Uses Contingency,Other Uses,"25,000.00",001,General Government
